Steven Yeun
Clara Kimball Young
Gig Young
Keone Young
Loretta Young
Robert Young
Zach Cregger
Jacob Zachar
Carmen Zapata
August Zirner
Ian Abercrombie
Mark Addy
Karima Adebibe
Jenny Agutter
Freema Agyeman
Brian Aherne
Anthony Ainley
Aiysha Hart
Adewale Akinnuoye-Agbaje
Meggie Albanesi
Michael Aldridge
Alexander Armstrong
Aidan Alexander
Sarah Alexander
James Alexandrou
Roger Allam
Chesney Allen
Fiona Allen
Luke Allen-Gale
Joe Anderson
André Morell
Harry Andrews
Julie Andrews
Naveen Andrews
Heather Angel
Vanessa Angel
Evelyn Ankers
Anna Walton
Francesca Annis
Lysette Anthony
Gabrielle Anwar
Camilla Arfwedson
George Arliss
Sebastián Armesto
Richard Armitage
Alun Armstrong
Joe Armstrong
Vic Armstrong
Gemma Arterton
George K. Arthur
Peggy Ashcroft
Jane Asher
Roger Ashton
Arthur Askey
Ian Aspinall
Betty Astell
Sam Aston
Rowan Atkinson
Richard Attenborough
Hayley Atwell
Lionel Atwill
Richard Ayoade
Afshan Azad
Angela Baddeley
Annette Badland
Jonathan Bailey
Hylda Baker
Kenny Baker
Tom Baker
Max Baldry
Betty Balfour
David Bamber
Jamie Bamber
Leslie Banks
Paul Barber
Matt Barber
Emily Barclay
Eric Barker
Ronnie Barker
Peter Barkworth
Ben Barnes
Binnie Barnes
Sacha Baron Cohen
Barry K. Barnes
Joan Barry
Michael Barrymore
Freddie Bartholomew
Mischa Barton
Linda Bassett
Alexandra Bastedo
Ali Bastian
Alan Bates
Helen Baxendale
Marc Baylis
Stephanie Beacham
Sean Bean
Kathryn Beaumont
Emily Beecham
Catherine Bell
Francis Bell
Jamie Bell
Nicholas Bell
Wilson Benge
Francis Robert Benson
Emily Bergl
Steven Berkoff
Paul Bettany
Kieran Bew
Charlie Bewley
Ace Bhatti
Lydia Bilbrook
Stephen Billington
Jesse Birdsall
Jane Birkin
Jacqueline Bisset
Honor Blackman
Paul Blackthorne
Julian Bleach
Brenda Blethyn
Nick Blood
Claire Bloom
Orlando Bloom
Callum Blue
Emily Blunt
Bob Peck
Dirk Bogarde
Lilian Bond
Samantha Bond
Helena Bonham Carter
Hugh Bonneville
Douglas Booth
Tim Booth
Jamie Borthwick
Nina Boucicault
Arthur Bourchier
Arthur Bowen
Jamie Campbell Bower
David Bowie
Joshua Bowman
John Boyega
Lucy Boynton
Doug Bradley
John Bradley-West
Luisa Bradshaw-White
Lilian Braithwaite
Flora Bramley
Russell Brand
Richard Bremmer
Jeremy Brett
Richard Briers
Kellie Bright
Sarah Brightman
Marcus Brigstocke
Jim Broadbent
Sydney Bromley
Eleanor Bron
Apple Brook
Clive Brook
Kelly Brook
Richard Brooker
Arthur Brough
Adam Brown
Max Brown
Robert James Brown
Jessica Brown
Alan Browning
Brenda Bruce
Nigel Bruce
Adrian Brunel
Dominic Brunt
Dora Bryan
Charles Bryant
Peter Bull
Jeremy Bulloch
Emma Bunton
Louisa Connolly
Saffron Burrows
Asa Butterfield
Glen Byam Shaw
Max Bygraves
James Byng
Scarlett Byrne
Alan Caillou
Michael Caine
James Callis
Simon Callow
Earl Cameron
Camilla y Rebecca Rosso
Stephen Campbell Moore
Judy Campbell
Candace Glendenning
Joyce Carey
Carolyn Pickles
Jimmy Carr
Leo G. Carroll
Madeleine Carroll
Amy Carson
Violet Carson
Jim Carter
Katrin Cartlidge
Angela Cartwright
Ryan Cartwright
Veronica Cartwright
John Castle
Roy Castle
Kim Cattrall
Paul Cavanagh
Henry Cavill
Antoinette Cellier
Frank Cellier
June Chadwick
Justin Chadwick
Gemma Chan
Anna Chancellor
Ben Chaplin
Carmen Chaplin
Charles Chaplin
Graham Chapman
Charles Gray
Nicola Charles
Charley Boorman
Julie Christie
Enzo Cilenti
Sam Claflin
May Clark
Barney Clark
Noel Clarke
Nicholas Clay
John Cleese
Carol Cleveland
Jimmy Clitheroe
Colin Clive
John Clive
Alec Clunes
Linzey Cocker
C. Hayden Coffin
Peter Coke
Lily Cole
A.E. Coleby
Robert Coleby
Jenna Coleman
Kenneth Colley
Constance Collier
Joan Collins
Lewis Collins
Lily Collins
Michelle Collins
Phil Collins
Ronald Colman
Fay Compton
Kenneth Connor
Tom Conway
Steve Coogan
Olivia Cooke
Pat Coombs
Adam Cooper
Dominic Cooper
Gladys Cooper
Lady Diana Cooper
Harry H. Corbett
George Coulouris
Christian Coulson
Hazel Court
Tom Courtenay
Nicholas Courtney
Juliet Cowan
Noël Coward
Alex Cox
Charlie Cox
Julie Cox
Michael Graham Cox
Edward Coxen
Brendan Coyle
Daniel Craig
Edward Gordon Craig
Bernard Cribbins
Donald Crisp
Quentin Crisp
Rosalie Crutchley
Michael Cruz
Benedict Cumberbatch
Constance Cummings
Tim Curry
Peter Cushing
Daisy Head
Daisy Ridley
Timothy Dalton
Roger Daltrey
Dana Wynter
Charles Dance
Hugh Dancy
Paul Daneman
Henry Daniell
Anthony Daniels
James D'Arcy
Phyllis Dare
Zena Dare
Arthur Darvill
Jack Davenport
Nigel Davenport
David Hemmings
David Threlfall
John Howard Davies
Jamie Davis
Paul Marc Davis
Sammi Davis
Stephanie Davis
Warwick Davis
Daniel Day-Lewis
Derek Deadman
Jakki Degg
Cara Delevingne
Roger Delgado
Joseph Dempsie
Judi Dench
Reginald Denny
Deobia Oparei
Florence Desmond
Jerry Desmonde
George Devine
Diana Dors
Bryan Dick
Stephen Dillane
Shaun Dingwall
Vernon Dobtcheff
Michelle Dockery
Dodo Watts
Dominic West
Robert Donat
Jack Donnelly
Natalie Dormer
Hazel Douglas
Joan Dowling
Jenny Downham
Julian Doyle
Charlie Drake
Jamie Draven
Sonia Dresdel
Minnie Driver
Clive Dunn
Emma Dunn
Danny Dyer
Maggie d'Abo
Robert East
Christopher Eccleston
Edith Evans
Henry Edwards
Jimmy Edwards
Tamsin Egerton
Samantha Eggar
Chiwetel Ejiofor
Elarica Gallacher
Idris Elba
Eliza Bennett
Elizabeth Bey-Logan
Elizabeth Henstridge
Elliott Tittensor
Denholm Elliott
Ellis Jeffreys
Tom Ellis
Jennifer Ellison
Isobel Elsom
Ben Elton
Cary Elwes
Robert Emms
Fred Emney
Alfred Enoch
Jocelyn Jee Esien
Henry V. Esmond
Jill Esmond
Eileen Essell
Eunice Gayson
Alice Evans
Jacqueline Evans
Alice Eve
Rupert Everett
Craig Fairbrass
Paloma Faith
Marianne Faithfull
Daniel Fathers
Guy Faulkner
Leo Faulkner
William Faversham
Marty Feldman
Julian Fellowes
Tom Felton
Gwen Ffrangcon-Davies
Marjorie Fielding
Gracie Fields
Joseph Fiennes
Ralph Fiennes
Flora Finch
Peter Finch
Frank Finlay
Albert Finney
Colin Firth
Peter Firth
Frances Fisher
Emily Fitzroy
Bud Flanagan
Helen Flanagan
James Fleet
Jason Flemyng
Alexandra Fletcher
Dexter Fletcher
Gerald Flood
Flora Spencer-Longhurst
Lynn Fontanne
Courtenay Foote
Brenda Forbes
Bryan Forbes
Mary Forbes
Ralph Forbes
Scott Forbes
Wallace Ford
Claire Forlani
George Formby, Jr.
Phoebe Foster
Chris Fountain
Harry Fowler
Edward Fox
Emilia Fox
Frederick Fox
James Fox
Claire Foy
James Frain
C.V. France
Martin Freeman
Michael French
Valerie French
Anna Friel
Rupert Friend
Fritha Goodey
Joanne Froggatt
Nick Frost
Stephen Fry
Elyes Gabel
Gabriella Wilde
Peter Gadiot
Ryan Gage
Michael Gambon
Matthew Garber
Reginald Gardiner
Jimmy Gardner
Andrew Garfield
Patrick Garland
Liam Garrigan
Ruta Gedmintas
Judy Geeson
Gemma Whelan
Leo Genn
Geraldine Somerville
Gene Gerrard
Ricky Gervais
John Gielgud
Hermione Gingold
Philip Glenister
Robert Glenister
Peter Godfrey
Lauren Gold
Iddo Goldberg
Goldie
Matthew Goode
Oliver Goodwill
Kitty Gordon
Marius Goring
Lisa Gormley
Luke Goss
Michael Gothard
Michael Gough
Stephen Graham
Margot Grahame
Holliday Grainger
Stewart Granger
Hugh Grant
Rupert Graves
Sally Gray
Nigel Green
Richard Greene
Sydney Greenstreet
Joan Greenwood
Greg Wise
Hubert Gregg
John Gregson
Joyce Grenfell
Richard Griffiths
Rupert Grint
George Grossmith, Jr.
Sienna Guillory
Alec Guinness
Natalie Gumede
Deryck Guyler
Edmund Gwenn
David Gyasi
Laura Haddock
Binnie Hale
Sonnie Hale
Rebecca Hall
Suzanna Hamilton
Antony Hamilton
Sheila Hancock
Tony Hancock
Irene Handl
Tommy Handley
Jamie Harding
Cedric Hardwicke
Edward Hardwicke
Robert Hardy
Tom Hardy
Robertson Hare
Kit Harington
Gordon Harker
Nigel Harman
Danielle Harold
Frank Harper
Jared Harris
Naomie Harris
Rosemary Harris
Sean Harris
Rex Harrison
Harry Eden
Ian Hart
William Hartnell
Laurence Harvey
Lilian Harvey
Keeley Hawes
Jack Hawkins
Sally Hawkins
Nigel Hawthorne
Charles Hawtrey
Will Hay
Linda Hayden
Richard Haydn
Patricia Hayes
Elton Hayes
Chris Haywood
Murray Head
Richard Hearne
David Hemblen
Ian Hendry
Georgie Henley
Henry Ainley
Linda Henry
Leslie Henson
Thomas Henty
Sol Heras
Holmes Herbert
Joshua Herdman
Hermione Baddeley
David Hewlett
Alfred Hickman
Seymour Hicks
Tom Hiddleston
Clare Higgins
Freddie Highmore
Benny Hill
Bernard Hill
Rose Hill
Wendy Hiller
Daisy y Violeta Hilton
Frazer Hines
Peter Hinwood
Patricia Hitchcock
Carleton Hobbs
Amanda Holden
Gloria Holden
Tom Hollander
Stanley Holloway
Holly Earl
Ian Holm
Sandrine Holt
Tom Hopper
Victoria Hopper
Michael Hordern
Jane Horrocks
Bob Hoskins
Nicholas Hoult
Sydney Howard
Trevor Howard
Ursula Howells
Frankie Howerd
Bobby Howes
Peter Howitt
Finola Hughes
Claude Hulbert
Jack Hulbert
Benita Hume
Charlie Hunnam
Rachel Hurd-Wood
Elizabeth Hurley
John Hurt
Jack Huston
Tracy Hyde
Eric Idle
Ralph Ineson
Barrie Ingham
Jill Ireland
Jeremy Irons
Max Irons
Jeremy Irvine
Robin Irvine
Jason Isaacs
Isabella Laughland
Freda Jackson
Glenda Jackson
Philip Jackson
Derek Jacobi
Hattie Jacques
Raza Jaffrey
Bradley James
Eleanor James
Lennie James
Oliver James
Theo James
Louise Jameson
Nick Jameson
Mitchell Jarvis
Robbie Jarvis
Marianne Jean-Baptiste
Desmond Jeans
Isabel Jeans
Ursula Jeans
Jefferson Hall
Jessie Cave
Jodie Whittaker
Elton John
Danny John-Jules
Johnpaul Castrianni
Aaron Taylor-Johnson
Celia Johnson
Katie Johnson
Jonathan Lynn
Barry Jones
Felicity Jones
Gemma Jones
Ken Jones
Toby Jones
John Justin
Preeya Kalidas
Tamla Kari
Boris Karloff
Kate Beckinsale
Barnaby Kay
Robbie Kay
Robert Kazinsky
Toby Kebbell
Geoffrey Keen
Malcolm Keen
Keith-Lee Castle
Cecil Kellaway
Aimee Kelly
Jeremy Kemp
Ross Kemp
Will Kemp
Rachel Kempson
Kay Kendall
Jean Kent
Skandar Keynes
Ben Kingsley
Alex Kingston
Roy Kinnear
Kiran Shah
Vanessa Kirby
Patricia Kirkwood
Tommy Knight
Keira Knightley
David Kossoff
Kris Marshall
Larry Lamb
Elsa Lanchester
Lupino Lane
Bonnie Langford
Alex Lanipekun
Angela Lansbury
Charles Laughton
Eddie Laughton
Stan Laurel
Hugh Laurie
John Laurie
Jude Law
Thomas Law
Betty Lawford
Gerald Lawrence
Gertrude Lawrence
Wilfrid Lawson
Frank Lawton
Evelyn Laye
John Le Mesurier
Margaret Leahy
Anna Lee
Bernard Lee
Christopher Lee
Jane Leeves
Dave Legeno
Vivien Leigh
Leonard Whiting
Georgina Leonidas
Adrian Lester
Kate Lester
Mark Lester
Charlotte Lewis
Damian Lewis
Matthew David Lewis
John Light
Andrew Lincoln
Delroy Lindo
Mark Lindsay Chapman
Glenda Linscott
Francis Lister
Jonathan Lloyd Walker
Harry Lloyd
Hugh Lloyd
Roger Lloyd-Pack
Kathleen Lockhart
Bobby Lockwood
Margaret Lockwood
Montserrat Lombard
John Longden
Robert Loraine
Louis Cordice
Montagu Love
Arthur Lowe
Lucy Brown
Luke Neal
Michelle Lukes
Ida Lupino
Stanley Lupino
John Lydon
Lynne Frederick
Luke Mably
Simon McBurney
Geraldine McEwan
Matthew Macfadyen
Henry McGee
Rory MacGregor
Dorothy Mackaill
Ian McKellen
Mackenzie Crook
Patrick Macnee
Ashley Madekwe
Rebecca Mader
Maggie Steed
John Mahoney
Miles Malleson
Angelica Mandy
Alakina Mann
Katy Manning
Joseph Marcell
Jane March
Miriam Margolyes
Alfred Marks
Moore Marriott
Eddie Marsan
Garry Marsh
Jean Marsh
Herbert Marshall
Sarah Marshall
Ian Marter
Martin Benson
Martin Clunes
Stacy Martin
Maryam d'Abo
James Mason
Margery Mason
A. E. Matthews
Francis Matthews
Jessie Matthews
Cyril Maude
Mary Maude
Tony Maudsley
Gerald du Maurier
Rik Mayall
Peter Mayhew
Catherine McCormack
Maimie McCoy
Helen McCrory
Roddy McDowall
Malcolm McDowell
Natascha McElhone
Steve McFadden
Paul McGann
Víctor McGuire
Lizzy McInnerny
Tim Mclnnerny
Gina McKee
Roxanne McKee
Virginia McKenna
Victor McLaglen
Andrew McNair
Kevin McNally
Ian McShane
Patricia Medina
Megan Burns
Jack Melford
Harry Melling
William Melling
Tobias Menzies
Tamzin Merchant
John Merivale
Michael Des Barres
Michael Higgs
Ralph Michael
Michelle Edwards
John Michie
Ben Miller
Jonny Lee Miller
John Mills
Max Minghella
Helen Mirren
Tom Mison
Jimi Mistry
Hugh Mitchell
Rhona Mitra
Graham Moffatt
Georgia Moffett
Alfred Molina
Dominic Monaghan
Bob Monkhouse
Felicity Montagu
Janet Montgomery
Dudley Moore
Eva Moore
Roger Moore
Kenneth More
Robert Morley
David Morris
Julian Morris
David Morrissey
Barry Morse
Laila Morse
Melanie Morse
Sally Mortemore
Emily Mortimer
Samantha Morton
Bryan Mosley
Peggy Mount
Alan Mowbray
Arthur Mullard
Carey Mulligan
Mazhar Munir
Janet Munro
Richard Murdoch
Sophia Myles
Parminder Nagra
Owen Nares
Kunal Nayyar
Anna Neagle
Dennis Neilson-Terry
Cathleen Nesbitt
Hannah New
Luke Newberry
Neil Newbon
Anthony Newley
Robert Newton
Thandie Newton
Olivia Newton-John
Nigel Terry
Bill Nighy
David Niven
Hermione Norris
Jeremy Northam
Laura Norton
Kieran O'Brien
Jack O'Connell
David Oakes
Michael Obiora
Frances O'Connor
Sophie Okonedo
Derek Oldham
Gary Oldman
John Oliver
Vic Oliver
Laurence Olivier
Paul Opacic
Ophelia Lovibond
Rita Ora
Julia Ormond
John Osborne
Jack Osbourne
Kelly Osbourne
Henry Oscar
Tamzin Outhwaite
Bill Owen
Clive Owen
Reginald Owen
Alfie Allen
David Oyelowo
Yasmin Paige
Michael Palin
Patsy Palmer
Archie Panjabi
Diane Parish
Sarah Parish
Reg Park
Nathaniel Parker
Katherine Parkinson
Sacha Parkinson
Luke Pasqualino
Dev Patel
Patricia Cutts
Patrick Campbell
Robert Pattinson
Adrian Paul
Graham Payn
Amanda Pays
Steve Peacocke
Simon Pegg
Rupert Penry-Jones
Polly Perkins
Roland Pertwee
Sean Pertwee
Peter Madden
Frank Pettingell
Alex Pettyfer
James y Oliver Phelps
Leslie Phillips
Nicholas Phipps
Pat Phoenix
Marc Pickering
Christina Pickles
Rosamund Pike
Jason Piper
Max Pirkis
Donald Pleasence
Joan Plowright
Imogen Poots
Anna Popplewell
Nyree Dawn Porter
Pete Postlethwaite
Andrew Lee Potts
Sarah-Jane Potts
Will Poulter
Robert Powell
Tyrone Power, Sr.
Michael Praed
Peter Pratt
Augustus Prew
Brendan Price
Norman Pritchard
David Prowse
Kyle Pryor
Lara Pulver
Lucy Punch
Dominic Purcell
James Purefoy
Charles Quatermaine
Anthony Quayle
Daniel Radcliffe
Rafe Spall
Claude Rains
Miranda Raison
Charlotte Rampling
Jade Ramsey
Nikita Ramsey
Edward Randell
Basil Rathbone
Adrian Rawlins
Andrew Ray
Ted Ray
Jack Raymond
Corin Redgrave
Jemma Redgrave
Lynn Redgrave
Michael Redgrave
Roy Redgrave
Vanessa Redgrave
Eddie Redmayne
Oliver Reed
Toby Regbo
Beryl Reid
Kelly Reilly
Michael Rennie
Alma Reville
Julian Rhind-Tutt
Joan Rice
Richard Ainley
Richard Fleeshman
Wendy Richard
Dakota Blue Richards
Joely Richardson
Miranda Richardson
Natasha Richardson
Ralph Richardson
Shane Richie
Tom Ricketts
Alan Rickman
Diana Rigg
Sam Riley
Talulah Riley
Tom Riley
Andrea Riseborough
Riz Ahmed
Pat Roach
Linus Roache
Tony Robinson
Zuleikha Robinson
Flora Robson
Jemima Rooper
Rory Kinnear
Norman Rossington
Leonard Rossiter
Carlo Rota
Tim Roth
Laila Rouass
Debbie Rush
Gary Russell
Ruth Wilson
Margaret Rutherford
J. H. Ryley
Sadie Frost
Peter Sallis
Julian Sands
Thomas Sangster
Katy Saunders
Jack Scanlon
Kaya Scodelario
Paul Scofield
Scott Adkins
Naomi Scott
Terry Scott
Margaret Scudamore
Paul Sculfor
Douglas Seale
Julian Sedgwick
Peter Sellers
Andy Serkis
Rufus Sewell
Athene Seyler
Carolyn Seymour
Daniel Sharman
Lesley Sharp
Charles Shaughnessy
Robert Shaw
Sebastian Shaw
Jeremy Sheffield
Barbara Shelley
Norman Shelley
Anne Shelton
Rachel Shenton
Steve John Shepherd
Mark Sheppard
William Morgan Sheppard
Dinah Sheridan
Alexandra Shipp
Richard Short
John Shrapnel
Jean Shrimpton
Silas Carson
John Simm
Jean Simmons
Simon MacCorkindale
Hugh Simon
Joan Sims
Celina Sinden
Sinead Michael
Claire Skinner
Ione Skye
Elisabeth Sladen
Tod Slaughter
Barry Sloane
Aubrey Smith
Liz Smith
Maggie Smith
Matt Smith
Mel Smith
Michael Socha
Sophie Choudry
Sophie Thompson
Timothy Spall
Hannah Spearritt
Scott Speedman
Hugo Speer
Edward Speleers
Fiona Spence
Elliott Spiers
Pam St. Clement
Terence Stamp
Claire Stansfield
Nicola Stapleton
Graham Stark
Ringo Starr
Jason Statham
Imelda Staunton
Barbara Steele
Stefan D'Bart
Stephen Mangan
Stephen Moyer
Harvey Stephens
Toby Stephens
James Stephenson
Rachel Stevens
Ronnie Stevens
Juliet Stevenson
Patrick Stewart
Sting
Geoffrey Streatfield
Freddie Stroma
Mark Strong
Una Stubbs
Tom Sturridge
David Suchet
Melissa Suffield
Gregg Sulkin
Peter Sullivan
Tara Summers
James Sutton
Joe Swash
Nora Swinburne
Tilda Swinton
Basil Sydney
Sylvia Syms
Tamara Wall
Tamer Hassan
Mary Tamm
Jessica Tandy
Catherine Tate
Reginald Tate
Elizabeth Taylor
Enid Stamp Taylor
Jonathan Scott Taylor
Hannah Taylor-Gordon
Sean Teale
Godfrey Tearle
Marie Tempest
Juno Temple
Natalia Tena
Tom Terriss
Mabel Terry-Lewis
Ellen Terry
Hazel Terry
Terry-Thomas
David Thewlis
Clare Thomas
Kristin Scott Thomas
Sian Thomas
Marsha Thomason
Emma Thompson
J. Lee Thompson
Russell Thorndike
Sybil Thorndike
George Thorne
Richard Thorp
Will Thorp
Malcolm Tierney
Robert Timmins
Ann Todd
Hannah Tointon
Kara Tointon
Tom Weston-Jones
David Tomlinson
Eleanor Tomlinson
Ricky Tomlinson
Frances de la Tour
Russell Tovey
Joe Tracini
Bill Travers
Henry Travers
Arthur Treacher
Harry Treadaway
Luke Treadaway
Iris Tree
Trevor Goddard
Tommy Trinder
Thomas Turgoose
Tracey Ullman
Peter Ustinov
Harry Van Gorkum
Irene Vanbrugh
Violet Vanbrugh
Chris Vance
Zubin Varla
Indira Varma
Reg Varney
Matthew Vaughn
Susanna Verbruggen
Brooke Vincent
Eros Vlahos
Jacqueline Voltaire
Sonya Walger
Nicola Walker
Polly Walker
Max Wall
Lewis Waller
Annabelle Wallis
Kimberley Walsh
Asher D
Julie Walters
Melissa Walton
Amelia Warner
David Warner
H. B. Warner
Steven Warner
David Warrilow
Matthew Waterhouse
Emma Watson
Richard Wattis
Naomi Watts
Jamie Waylett
Jake Weber
Rollo Weeks
Rachel Weisz
Timothy West
John Westbrook
Ed Westwick
Joanne Whalley
Ben Whishaw
Chrissie White
Billie Whitelaw
James Wilby
Henry Wilcoxon
Brian Wilde
Michael Wilding
Tom Wilkinson
William Moseley
Kenneth Williams
Mark Williams
Olivia Williams
Anneke Wills
Larissa Wilson
Stuart Wilson
Penelope Wilton
Barbara Windsor
Kate Winslet
Ray Winstone
Norman Wisdom
Donald Wolfit
Arthur Wontner
Lil Woods
Simon Woods
Katherine Woodville
Edward Woodward
Helen Worth
Bonnie Wright
Gillian Wright
Michael York
Susannah York
Alan Young
Roland Young
Will Young
Luke Youngblood
Anatol Yusef
Zawe Ashton
Silvia Abascal
Claudia Abate Ortiz
Abel Folk
Dolores Abril
Carlos Acostamilian
María Adánez
Patricia Adriani
Adrián Marín
Adrián Salzedo
Blanca Aguete
Marián Aguilera
Gorka Aguinagalde
Fernando Aguirre Rodil
Alady
Roberto Álamo
Tota Alba
Alfredo Alba
Maria Alba
Javier Albalá
Daniel Albaladejo
Geli Albaladejo
Antonio Albella
Luis Alberni
Alberto Alonso
Alberto López López
Fernando Albizu
Luana Alcañiz
Ángel Alcázar
Cristina Alcázar
Miguel Alcíbar
Luis Alcoriza
Nacho Aldeguer
Norma Aleandro
Manuel Alexandre
José Alfayate
Alfonso Agra
Alfonso Estela
María José Alfonso
Francisco Algora
Anna Allen
Javier Almeda
Anabel Alonso
Mercedes Alonso
Rafael Alonso
Ernesto Alterio
Héctor Alterio
Malena Alterio
José Álvarez "Lepe"
Ana Álvarez
Gaby Álvarez
Marian Álvarez
Roberto Álvarez
Pedro Álvarez-Ossorio
Yolanda Alzola
Chisco Amado
Alex Amaral
Alberto Amarilla
David Amor
Isabel Ampudia
Ana Belén
Elena Anaya
Ángel de Andrés López
Ángel de Andrés
Valeriano Andrés
Simón Andreu
Andrés Gertrúdix
Ángel Picazo
Marta Angelat
Angelillo
Rafael Anglada
Ana Anguita
Álex Angulo
Javier Antón
Carla Antonelli
Antonio Cantos
Antonio Escámez Osuna
Omero Antonutti
Joseba Apaolaza
Txe Arana
Manuel Arbó
Raúl Arévalo
Imperio Argentina
Jesús Arias Aranzueque
Imanol Arias
Luisa Armenteros
Juanjo Artero
Neus Asensi
María Asquerino
Ferran Audí
Marisol Ayuso
Mariano Azaña
Eloy Azorín
Elsa Baeza
Carmen Balagué
Asunción Balaguer
Carola Baleztena
Elena Ballesteros
Leopoldo Ballesteros
María Ballesteros
Marta Balletbò-Coll
Manuel Bandera
Antonio Banderas
Carolina Bang
Manuel Baqueiro
Felipe Barandiaran Mujika
Chusa Barbero
Luis Barbero
Catalina Bárcena
Conchita Bardem
Carlos Bardem
Mónica Bardem
Pilar Bardem
Rafael Bardem
Ramón Barea
Elisabet Bargalló
Jimmy Barnatán
Amparo Baró
Anna Barrachina
Llum Barrera
Pedrucho
Alfonso Bassave
Aurora Bautista
José Baviera
Alfonso Bayard
Pilar Bayona Sarriá
Mary Begoña
Marta Belaustegui
Carmen Belloch
Amelia Bence
Ouida Bergère
Àstrid Bergès-Frisbey
Luis Bermejo
Yola Berrocal
Mariví Bilbao
Patxi Bisquert
Blaki
Blanca Apilánez
Jaime Blanch
Mighello Blanco
Tomás Blanco
Uxía Blanco
Maite Blasco
Txema Blasco
Sandra Blázquez
José Bódalo
Xan das Bolas
Icíar Bollaín
Jesús Bonilla
Hermann Bonnín
Alicia Borrachero
Joan Borràs
Marcel Borràs
Francisco Bosch
Jorge Bosch
Lydia Bosch
Javier Botet
Juan Diego Botto
María Botto
Frank Braña
Àlex Brendemühl
Cristina Brondo
María Bru
Sonia Bruno
Emilio Buale
Miguel Buñuel Tallada
Luis Buñuel
Bárbara Santa-Cruz
Irene Caba Alba
Julia Caba Alba
Críspulo Cabezas
Paco Cabezas
Roberto Cairo
Licia Calderón
Luis Callejo
Ricardo Calvo Agostí
Juan Calvo Domenech
Armando Calvo
José Calvo
Marta Calvó
Chiquito de la Calzada
Nerea Camacho
Roberto Camardiel
César Camino
Paco Camoiras
Quique Camoiras
Susana Campos
Carmen Campoy
Guillermo Campra
Lina Canalejas
Susana Canales
Eduardo Cansino
Toni Cantó
María José Cantudo
Enriqueta Carballeira
Adela Carboné
Aurora Carbonell
Javier Càrdenas
Lola Cardona
Carla Nieto
Carmen San Esteban
Carmina Barrios
Alejandro Carro
Montserrat Carulla
Beatriz Carvajal
Pedro Casablanc
Antonio Casal
María Casal
Nacho Casalvaque
Roger Casamajor
María Casanova
Àlex Casanovas
Carlos Casaravilla
María Casares
Antonio Casas
Mario Casas
Rafa Casette
Cristina Castaño
Jesús Castejón
Carlos Castel
Estrellita Castro
Gonzalo de Castro
Pilar Castro
Fernando Cebrián
Paloma Cela
Violeta Cela
Álvaro Cervantes
Carmen Cervera
Mónica Cervera
José Manuel Cervino
Oona Chaplin
Joan Frank Charansonnet
Jaime Chávarri
Florinda Chico
Fernando Chinarro
Javier Cidoncha
Javier Cifrián
Juanma Cifuentes
Luis Ciges
Claudia Molina
Queta Claver
Víctor Clavijo
Alberto Closas
Germán Cobos
Emma Cohen
Manuel Collado Montes
Adrià Collado
Lorenzo Collado
Antoñita Colomé
Marina Comas
Patricia Conde
José Conde
María Conesa
Carmen Conesa
Úrsula Corberó
Juana Cordero
Mariana Cordero
Jan Cornet
José Coronado
Diana Cortesina
Helena Cortesina
Daniela Costa
María Cotiello
Margot Cottens
Perla Cristal
Andrés de la Cruz
María Cuadra
Félix Cubero
Juanjo Cucalón
Gemma Cuervo
Belén Cuesta
Inma Cuesta
Concha Cuetos
Carlos Cuevas
Javier Cámara
María Fernanda D'Ocón
Félix Dafauce
Raquel Daina
Alberto Dalbes
Joan Dalmau
Usuario:Dardorojo/Mi trabajo
Jordi Dauder
David Carpenter
David Luque
Manuel de Blas
Secun de la Rosa
Nieve de Medina
Jesús de Miguel
Natalia de Molina
Antonio Dechent
Laura del Sol
Daniel Delevin
Julia Delgado Caro
Fernando Delgado
Mary Delgado
Ben DeMarco
Pablo Derqui
Josefina Díaz de Artigas
Carlos Díaz de Mendoza
María Díaz
Marujita Díaz
Celeste Díaz
Miriam Díaz-Aroca
Manuel Dicenta
Natalia Dicenta
Gabino Diego
Pedro Díez del Corral
Irasema Dilián
Enrique Diosdado
Miguel Diosdado
Hebe Donay
Elisa Drabben
Ana Duato
Andrea Dueso
Liliana Durán
Rafael Durán
Rocío Dúrcal
Verónica Echegui
Paula Echevarría
José Ángel Egido
Ángel Eleta
Carme Elías
Víctor Elías
Xabier Elorriaga
Bárbara Elorrieta
Emmanuel Esparza
Enrique Berrendero
Roberto Enríquez
Iran Eory
Llàtzer Escarceller
Luis Escobar Kirkpatrick
Manolo Escobar
Irene Escolar
Cuca Escribano
Javier Escrivá
Beatriz Escudero
Juan Espantaleón
Núria Espert
Silvia Espigado
Mónica Estarreado
Cesáreo Estébanez
Fernando Esteso
María Esteve
Blanca Estrada
Carlos Estrada
Natalia Estrada
Susana Estrada
Asier Etxeandía
Belén Fabra
Manolo Fábregas
Eduardo Fajardo
Fiorella Faltoyano
Yolanda Farr
Fernando Fernán Gómez
Helena Fernán Gómez
Sandra Fernández
José Luis Fernández
Serafín Fernández Ferro
Marta Fernández Muro
Florentino Fernández
Adolfo Fernández
Angelines Fernández
Arturo Fernández
Bernabé Fernández
Bibiana Fernández
Chiqui Fernández
Dafne Fernández
Isidoro Fernández
Lucho Fernández
Miquel Fernández
Olav Fernández
Antonio Ferrandis
Alberto Ferreiro
